         -4,           0, 1
        -33,         -22, 1
         -9,         -13, 1
         -2,         -14, 1
         -4,         -10, 1
         -4,           3, 1
         -2,          -6, 1
         -3,          -5, 1
          1,          -5, 1
          8,           5, 1
         -9,           1, 1
          0,           2, 1
         -4,          -1, 1
          1,           5, 1
         -8,           0, 1
         -2,           6, 1
          1,           6, 1
          0,           3, 1
         -7,           7, 1
          6,           7, 1
          0,           4, 1
          2,          13, 1
         -5,           4, 1
          2,           6, 1
         -3,           9, 1
         -2,           3, 1
          0,           8, 1
          0,          12, 1
         -1,           5, 1
         -3,          15, 1
         -9,          10, 1
        -10,           8, 1
         -8,           8, 1
        -14,           9, 1
         -4,           8, 1
         -9,           7, 1
        -13,           7, 1
        -16,           7, 1
        -17,           7, 1
        -17,           9, 1
        -22,           8, 1
        -12,           7, 1
        -23,           9, 1
        -35,          17, 1
        -31,          10, 1
        -43,           5, 1
        -41,           7, 1
        -60,           2, 1
        -66,           3, 1
        -81,          -4, 1
       -102,          -4, 1
       -132,         -11, 1
       -179,         -19, 1
       -270,         -43, 1
       -441,         -80, 1
       -872,        -204, 1
      -3174,        -876, 1
       7298,        2283, 1
       5498,        1876, 1
      -4957,       -1765, 1
      -1001,        -357, 1
       -473,        -149, 1
       -303,         -74, 1
       -232,         -34, 1
       -220,           0, 1
       -237,          32, 1
       -299,          75, 1
       -478,         156, 1
       -998,         358, 1
      -4950,        1765, 1
       5496,       -1874, 1
       7297,       -2277, 1
      -3175,         877, 1
       -882,         203, 1
       -439,          83, 1
       -260,          44, 1
       -178,          19, 1
       -129,          15, 1
        -96,           6, 1
        -86,           6, 1
        -65,          -2, 1
        -56,           5, 1
        -41,          -1, 1
        -38,          -1, 1
        -30,          -4, 1
        -24,          -9, 1
        -23,          -6, 1
        -20,          -4, 1
        -25,          -7, 1
        -16,          -3, 1
        -18,          -6, 1
        -16,         -10, 1
        -15,          -5, 1
         -7,          -9, 1
         -5,         -10, 1
         -6,          -8, 1
         -8,          -8, 1
          0,         -11, 1
         -4,          -6, 1
         -7,          -9, 1
         -1,          -7, 1
         -6,          -3, 1
         -9,          -3, 1
         -5,          -7, 1
         -4,          -8, 1
         -2,          -3, 1
         -1,          -1, 1
          3,          -7, 1
          1,          -4, 1
         -1,          -9, 1
         -3,          -9, 1
         -4,           2, 1
          2,          -7, 1
         -3,          -4, 1
          2,          -2, 1
          4,          -7, 1
          1,          -1, 1
          4,          -5, 1
          1,          -2, 1
         10,          -6, 1
          2,           2, 1
          0,          -7, 1
          0,          -2, 1
          1,          -5, 1
          5,           5, 1
         15,          -1, 1
          9,          -2, 1
         -8,          -6, 1
