-13, 0
357, -16353
-35, 156
-35, 80
-26, 60
-22, 38
-24, 35
-26, 30
-22, 28
-17, 23
-18, 18
-20, 20
-21, 15
-12, 4
-17, 0
-22, -4
-16, 4
-14, 13
-17, 7
-11, 4
-11, -2
-13, 2
-13, -2
-8, 7
-11, -7
-10, -4
-10, -6
-10, -8
-7, -5
-11, 7
-7, -12
-6, -18
-7, -6
-7, -9
-4, -1
-7, -2
0, -10
3, -9
-1, -4
-2, -12
4, -10
2, 2
-1, -5
2, -12
4, -6
-2, 0
2, -7
4, -8
5, -7
3, -10
7, -5
11, -10
8, -5
3, 2
8, -5
-3, -14
1, -3
-3, 7
5, 1
12, 2
2, -2
5, -3
4, -3
2, -6
-1, 0
1, -5
5, 2
11, 2
2, 4
10, 0
6, 3
0, 4
2, 4
-1, 5
12, 6
8, 12
7, 5
14, 6
7, 6
8, 14
6, 8
6, 7
5, 13
-5, 2
5, 12
1, 8
1, 10
2, 3
5, 13
-4, 4
0, 10
0, 18
-3, 9
-1, 1
-5, 8
-4, 4
-7, 6
-3, 15
-6, 7
-13, 0
-8, 6
-11, 11
-9, 6
-8, 6
-8, 6
-8, 6
-9, 1
-10, -4
-10, 2
-8, 10
-12, -7
-14, -2
-15, -5
-15, -18
-11, -3
-15, -4
-18, -17
-19, -20
-16, -19
-19, -16
-19, -31
-15, -35
-19, -41
-14, -52
-20, -66
-17, -89
-20, -169
384, 16348
