-8,0
-4,4
2,2
0,1
-1,-4
-2,1
1,0
-1,1
-3,-2
3,2
-7,1
-4,1
-4,0
-2,3
-1,0
-1,2
-1,5
-4,2
-7,4
-5,3
-2,1
-3,6
-4,0
-4,4
-5,6
-2,2
-5,2
-7,4
-3,4
-6,7
-7,6
-4,5
-8,4
-12,5
-9,5
-12,7
-14,2
-15,5
-16,3
-16,4
-22,3
-19,3
-23,6
-29,8
-30,3
-39,-1
-43,2
-54,0
-63,1
-79,-5
-99,-5
-127,-14
-174,-20
-261,-43
-436,-83
-871,-207
-3170,-877
7295,2277
5494,1870
-4948,-1767
-996,-356
-471,-152
-296,-73
-231,-32
-216,0
-231,32
-296,73
-471,152
-996,356
-4948,1767
5494,-1870
7295,-2277
-3170,877
-871,207
-436,83
-261,43
-174,20
-127,14
-99,5
-79,5
-63,-1
-54,0
-43,-2
-39,1
-30,-3
-29,-8
-23,-6
-19,-3
-22,-3
-16,-4
-16,-3
-15,-5
-14,-2
-12,-7
-9,-5
-12,-5
-8,-4
-4,-5
-7,-6
-6,-7
-3,-4
-7,-4
-5,-2
-2,-2
-5,-6
-4,-4
-4,0
-3,-6
-2,-1
-5,-3
-7,-4
-4,-2
-1,-5
-1,-2
-1,0
-2,-3
-4,0
-4,-1
-7,-1
3,-2
-3,2
-1,-1
1,0
-2,-1
-1,4
0,-1
2,-2
-4,-4
