0,0
401,-16319
-8,172
-7,93
-7,71
-6,49
-6,44
-6,36
-7,36
-6,27
-7,26
-7,25
-8,26
-6,19
-4,11
-7,18
-6,14
-6,14
-10,20
-5,11
-4,8
-8,13
-6,10
-6,9
-5,7
-4,6
-4,6
-7,9
-6,7
-8,9
-6,6
-4,4
-7,7
-7,7
-8,7
-7,6
-4,3
-4,3
-7,5
-9,7
-2,1
-5,3
-7,4
-9,5
-5,2
-14,7
-3,2
-5,2
-4,2
-3,1
-3,1
-1,0
-4,1
-11,3
-2,1
-11,2
-11,2
-11,2
-8,1
-2,0
-10,1
-6,0
-6,0
-11,0
-14,0
-11,0
-6,0
-6,0
-10,-1
-2,0
-8,-1
-11,-2
-11,-2
-11,-2
-2,-1
-11,-3
-4,-1
-1,0
-3,-1
-3,-1
-4,-2
-5,-2
-3,-2
-14,-7
-5,-2
-9,-5
-7,-4
-5,-3
-2,-1
-9,-7
-7,-5
-4,-3
-4,-3
-7,-6
-8,-7
-7,-7
-7,-7
-4,-4
-6,-6
-8,-9
-6,-7
-7,-9
-4,-6
-4,-6
-5,-7
-6,-9
-6,-10
-8,-13
-4,-8
-5,-11
-10,-20
-6,-14
-6,-14
-7,-18
-4,-11
-6,-19
-8,-26
-7,-25
-7,-26
-6,-27
-7,-36
-6,-36
-6,-44
-6,-49
-7,-71
-7,-93
-8,-172
