351,0
-15,30
-100,99
-12,5
-99,0
-11,-4
-100,-99
-14,-31
1097,0
-12,25
-88,81
-11,4
-85,0
-10,-3
-88,-81
-11,-26
1673,0
-12,15
-62,53
-7,2
-57,0
-6,-1
-62,-53
-11,-16
1991,0
-8,4
-27,16
-3,1
-21,0
-2,0
-27,-16
-7,-5
2000,0
-3,-7
15,-23
2,0
18,0
3,1
15,23
-2,6
1701,0
3,-18
52,-59
6,-3
55,0
7,4
52,59
4,17
1139,0
9,-27
81,-86
10,-4
83,0
11,5
81,86
10,26
401,0
10,-31
98,-101
13,-6
99,0
14,7
98,101
11,30
-401,0
12,-30
101,-98
13,-5
99,0
14,6
101,98
13,29
-1139,0
10,-27
86,-81
11,-4
83,0
12,5
86,81
11,26
-1701,0
8,-16
59,-52
7,-1
55,0
8,2
59,52
9,15
-2000,0
6,-4
23,-15
1,-1
18,0
2,2
23,15
7,3
-1991,0
0,7
-16,27
-3,2
-21,0
-2,-1
-16,-27
1,-8
-1673,0
-4,18
-53,62
-7,3
-57,0
-6,-2
-53,-62
-3,-19
-1097,0
-11,25
-81,88
-10,4
-85,0
-9,-3
-81,-88
-10,-26
-351,0
-13,31
-99,100
-12,6
-99,0
-11,-5
-99,-100
-12,-32
-52,0
-14,31
0,0
-13,6
0,0
-12,-5
0,0
-13,-32
-52,0
-14,31
0,0
-13,6
0,0
-12,-5
0,0
-13,-32
-52,0
-14,31
0,0
-13,6
0,0
-12,-5
0,0
-13,-32
-52,0
-14,31
0,0
-13,6
0,0
-12,-5
0,0
-13,-32
-52,0
-14,31
0,0
-13,6
0,0
-12,-5
0,0
-13,-32
-52,0
-14,31
0,0
-13,6
0,0
-12,-5
0,0
-13,-32
-52,0
-14,31
0,0
-13,6
0,0
-12,-5
0,0
-13,-32
-52,0
-14,31
0,0
-13,6
0,0
-12,-5
0,0
-13,-32
-52,0
-14,31
0,0
-13,6
0,0
-12,-5
0,0
-13,-32
-52,0
-14,31
0,0
-13,6
0,0
-12,-5
0,0
-13,-32
-52,0
-14,31
0,0
-13,6
0,0
-12,-5
0,0
-13,-32
-52,0
-14,31
0,0
-13,6
0,0
-12,-5
0,0
-13,-32
-52,0
-14,31
0,0
-13,6
0,0
-12,-5
0,0
-13,-32
-52,0
-14,31
0,0
-13,6
0,0
-12,-5
0,0
-13,-32
-52,0
-14,31
0,0
-13,6
0,0
-12,-5
0,0
-13,-32
