0000000100000000,0000000000000000
0000000100000000,1111111111110011
0000000011111111,1111111111100111
0000000011111101,1111111111011010
0000000011111011,1111111111001110
0000000011111000,1111111111000010
0000000011110101,1111111110110110
0000000011110001,1111111110101010
0000000011101101,1111111110011110
0000000011100111,1111111110010011
0000000011100010,1111111110000111
0000000011011100,1111111101111100
0000000011010101,1111111101110010
0000000011001110,1111111101101000
0000000011000110,1111111101011110
0000000010111110,1111111101010100
0000000010110101,1111111101001011
0000000010101100,1111111101000010
0000000010100010,1111111100111010
0000000010011000,1111111100110010
0000000010001110,1111111100101011
0000000010000100,1111111100100100
0000000001111001,1111111100011110
0000000001101101,1111111100011001
0000000001100010,1111111100010011
0000000001010110,1111111100001111
0000000001001010,1111111100001011
0000000000111110,1111111100001000
0000000000110010,1111111100000101
0000000000100110,1111111100000011
0000000000011001,1111111100000001
0000000000001101,1111111100000000
0000000000000000,1111111100000000
1111111111110011,1111111100000000
1111111111100111,1111111100000001
1111111111011010,1111111100000011
1111111111001110,1111111100000101
1111111111000010,1111111100001000
1111111110110110,1111111100001011
1111111110101010,1111111100001111
1111111110011110,1111111100010011
1111111110010011,1111111100011001
1111111110000111,1111111100011110
1111111101111100,1111111100100100
1111111101110010,1111111100101011
1111111101101000,1111111100110010
1111111101011110,1111111100111010
1111111101010100,1111111101000010
1111111101001011,1111111101001011
1111111101000010,1111111101010100
1111111100111010,1111111101011110
1111111100110010,1111111101101000
1111111100101011,1111111101110010
1111111100100100,1111111101111100
1111111100011110,1111111110000111
1111111100011001,1111111110010011
1111111100010011,1111111110011110
1111111100001111,1111111110101010
1111111100001011,1111111110110110
1111111100001000,1111111111000010
1111111100000101,1111111111001110
1111111100000011,1111111111011010
1111111100000001,1111111111100111
1111111100000000,1111111111110011
0000000100000000,0000000000000000
0000000011111111,1111111111100111
0000000011111011,1111111111001110
0000000011110101,1111111110110110
0000000011101101,1111111110011110
0000000011100010,1111111110000111
0000000011010101,1111111101110010
0000000011000110,1111111101011110
0000000010110101,1111111101001011
0000000010100010,1111111100111010
0000000010001110,1111111100101011
0000000001111001,1111111100011110
0000000001100010,1111111100010011
0000000001001010,1111111100001011
0000000000110010,1111111100000101
0000000000011001,1111111100000001
0000000000000000,1111111100000000
1111111111100111,1111111100000001
1111111111001110,1111111100000101
1111111110110110,1111111100001011
1111111110011110,1111111100010011
1111111110000111,1111111100011110
1111111101110010,1111111100101011
1111111101011110,1111111100111010
1111111101001011,1111111101001011
1111111100111010,1111111101011110
1111111100101011,1111111101110010
1111111100011110,1111111110000111
1111111100010011,1111111110011110
1111111100001011,1111111110110110
1111111100000101,1111111111001110
1111111100000001,1111111111100111
0000000100000000,0000000000000000
0000000011111111,1111111111100111
0000000011111011,1111111111001110
0000000011110101,1111111110110110
0000000011101101,1111111110011110
0000000011100010,1111111110000111
0000000011010101,1111111101110010
0000000011000110,1111111101011110
0000000010110101,1111111101001011
0000000010100010,1111111100111010
0000000010001110,1111111100101011
0000000001111001,1111111100011110
0000000001100010,1111111100010011
0000000001001010,1111111100001011
0000000000110010,1111111100000101
0000000000011001,1111111100000001
0000000000000000,1111111100000000
1111111111100111,1111111100000001
1111111111001110,1111111100000101
1111111110110110,1111111100001011
1111111110011110,1111111100010011
1111111110000111,1111111100011110
1111111101110010,1111111100101011
1111111101011110,1111111100111010
1111111101001011,1111111101001011
1111111100111010,1111111101011110
1111111100101011,1111111101110010
1111111100011110,1111111110000111
1111111100010011,1111111110011110
1111111100001011,1111111110110110
1111111100000101,1111111111001110
1111111100000001,1111111111100111
0000000100000000,0000000000000000
0000000011111011,1111111111001110
0000000011101101,1111111110011110
0000000011010101,1111111101110010
0000000010110101,1111111101001011
0000000010001110,1111111100101011
0000000001100010,1111111100010011
0000000000110010,1111111100000101
0000000000000000,1111111100000000
1111111111001110,1111111100000101
1111111110011110,1111111100010011
1111111101110010,1111111100101011
1111111101001011,1111111101001011
1111111100101011,1111111101110010
1111111100010011,1111111110011110
1111111100000101,1111111111001110
0000000100000000,0000000000000000
0000000011111011,1111111111001110
0000000011101101,1111111110011110
0000000011010101,1111111101110010
0000000010110101,1111111101001011
0000000010001110,1111111100101011
0000000001100010,1111111100010011
0000000000110010,1111111100000101
0000000000000000,1111111100000000
1111111111001110,1111111100000101
