0,0
80,0
152,0
209,0
244,0
256,0
244,0
211,0
161,0
102,0
41,0
-16,0
-61,0
-91,0
-104,0
-100,0
-82,0
-53,0
-20,0
13,0
41,0
59,0
66,0
62,0
48,0
27,0
3,0
-21,0
-39,0
-51,0
-53,0
-47,0
-34,0
-16,0
4,0
22,0
36,0
43,0
42,0
35,0
21,0
5,0
-12,0
-26,0
-36,0
-40,0
-37,0
-28,0
-14,0
1,0
16,0
28,0
35,0
36,0
31,0
20,0
6,0
-8,0
-22,0
-31,0
-35,0
-33,0
-26,0
-14,0
0,0
14,0
26,0
33,0
35,0
31,0
22,0
8,0
-6,0
-20,0
-31,0
-36,0
-35,0
-28,0
-16,0
-1,0
14,0
28,0
37,0
40,0
36,0
26,0
12,0
-5,0
-21,0
-35,0
-42,0
-43,0
-36,0
-22,0
-4,0
16,0
34,0
47,0
53,0
51,0
39,0
21,0
-3,0
-27,0
-48,0
-62,0
-66,0
-59,0
-41,0
-13,0
20,0
53,0
82,0
100,0
104,0
91,0
61,0
16,0
-41,0
-102,0
-161,0
-211,0
-244,0
-256,0
-244,0
-209,0
-152,0
-80,0
