0,0
80,38
152,69
209,-92
244,190
256,51
244,-211
211,138
161,242
102,-57
41,-36
-16,-93
-61,193
-91,-132
-104,75
-100,-38
-82,10
-53,-12
-20,-88
13,-55
41,-87
59,62
66,63
62,89
48,-29
27,66
3,-51
-21,-26
-39,-97
-51,24
-53,75
-47,-86
-34,-50
-16,54
4,-1
22,91
36,99
43,-9
42,-191
35,21
21,49
5,37
-12,35
-26,-4
-36,23
-40,200
-37,-28
-28,-8
-14,-8
1,97
16,-320
28,-333
35,-17
36,115
31,41
20,155
6,35
-8,109
-22,-100
-31,15
-35,-35
-33,125
-26,-70
-14,136
-0,0
14,-20
26,55
33,30
35,-65
31,-71
22,-88
8,0
-6,3
-20,139
-31,78
-36,76
-35,11
-28,104
-16,-70
-1,18
14,18
28,5
37,-81
40,50
36,-53
26,59
12,-56
-5,-81
-21,118
-35,-49
-42,-6
-43,-300
-36,78
-22,115
-4,162
16,42
34,109
47,100
53,16
51,-329
39,-64
21,-240
-3,42
-27,37
-48,60
-62,62
-66,-26
-59,14
-41,6
-13,-45
20,-55
53,-64
82,-39
100,31
104,-66
91,-284
61,137
16,143
-41,-95
-102,-20
-161,71
-211,-104
-244,-164
-256,58
-244,256
-209,-192
-152,-2
-80,43
