3c23d70a, 00000000, 0
3c73cc8e, 00000000, 0
3ca1e109, 00000000, 0
3cc9dbcb, 00000000, 0
3cf1d68d, 00000000, 0
3d0ce8a7, 00000000, 0
3d20e608, 00000000, 0
3d34e369, 00000000, 0
3d48e0ca, 00000000, 0
3d5cde2b, 00000000, 0
3d70db8c, 00000000, 0
3d826c77, 00000000, 0
3d8c6b27, 40800000, 0
3d9669d7, 411fb868, 1
3da06888, 4102f0eb, 1
3daa6738, 40e396fb, 1
3db465e9, 40cb88c7, 1
3dbe6499, 40ba1a11, 1
3dc8634a, 40ac5c79, 1
3dd261fa, 40a12d61, 1
3ddc60ab, 40980f5d, 1
3de65f5b, 40907015, 1
3df05e0c, 4089cbc9, 1
3dfa5cbc, 4083bc0d, 1
3e022db6, 407d4887, 1
3e072d0f, 40745a26, 1
3e0c2c67, 406c284d, 1
3e112bbf, 4064a449, 1
3e162b17, 405dbfdb, 1
3e1b2a70, 40576d3b, 1
3e2029c8, 40519f13, 1
3e252920, 404c4886, 1
3e2a2878, 40475d28, 1
3e2f27d0, 4042d104, 1
3e342729, 403e989a, 1
3e392681, 403aa8dd, 1
3e3e25d9, 4036f739, 1
3e432531, 40336f22, 1
3e48248a, 40300978, 1
3e4d23e2, 402cd1ed, 1
3e52233a, 4029c5d3, 1
3e572292, 4026e28f, 1
3e5c21eb, 40242594, 1
3e612143, 40218c62, 1
3e66209b, 401f148b, 1
3e6b1ff3, 401cbbab, 1
3e701f4c, 401a7f71, 1
3e751ea4, 40185d98, 1
3e7a1dfc, 401653ea, 1
3e7f1d54, 40146040, 1
3e820e56, 40128083, 1
3e848e02, 4010b2a7, 1
3e870daf, 400ef4b2, 1
3e898d5b, 400d44b8, 1
3e8c0d07, 400ba0db, 1
3e8e8cb3, 400a074a, 1
3e910c5f, 40087645, 1
3e938c0b, 4006ec1c, 1
3e960bb7, 4005672a, 1
3e988b63, 4003ef5d, 1
3e9b0b0f, 400296cb, 1
3e9d8abc, 400147a1, 1
3ea00a68, 4000016c, 1
3ea28a14, 3ffda06d, 1
3ea509c0, 3ffb507b, 1
3ea7896c, 3ff90d0d, 1
3eaa0918, 3ff6d5ea, 1
3eac88c4, 3ff4aad3, 1
3eaf0870, 3ff28b8e, 1
3eb1881d, 3ff077dd, 1
3eb407c9, 3fee6f85, 1
3eb68775, 3fec724e, 1
3eb90721, 3fea7ffd, 1
3ebb86cd, 3fe89857, 1
3ebe0679, 3fe6bb22, 1
3ec08625, 3fe4e827, 1
3ec305d1, 3fe31f2d, 1
3ec5857d, 3fe15ffc, 1
3ec8052a, 3fdfaa5d, 1
3eca84d6, 3fddfe1a, 1
3ecd0482, 3fdc5afa, 1
3ecf842e, 3fdac0c8, 1
3ed203da, 3fd92f4e, 1
3ed48386, 3fd7a658, 1
3ed70332, 3fd625b1, 1
3ed982de, 3fd4ad26, 1
3edc028b, 3fd33c80, 1
3ede8237, 3fd1d38d, 1
3ee101e3, 3fd0721b, 1
3ee3818f, 3fcf17f7, 1
3ee6013b, 3fcdc4f0, 1
3ee880e7, 3fcc78d2, 1
3eeb0093, 3fcb336f, 1
3eed803f, 3fc9f494, 1
3eefffec, 3fc8bc12, 1
3ef27f98, 3fc789ba, 1
3ef4ff44, 3fc65d5b, 1
