5f3759df,3b29e213,69000000,0
5f3759df,69262e70,00000000,0
5f3759df,fe9c33fd,5f3759df,1
5f3759df,3d5d03e2,69262e7b,1
5f3759df,20adb297,fe9c33fd,1
5f3759df,0564cbf1,5f3759df,1
5f3759df,7a0900c5,5f3759df,1
5f3759df,cea5c6ec,5f3759df,1
5f3759df,f6a47a48,7a0900c5,1
5f3759df,0947d40c,5f3759de,1
5f3759df,214b2b2c,f6a47a48,1
5f3759df,70a8386b,5f3759df,1
5f3759df,51ab091b,5f3759df,1
5f3759df,73a72e45,70a8386b,1
5f3759df,a4d00ef4,5f3759df,1
5f3759df,c333cd6c,73a72e45,1
5f3759df,edca9767,5f3759df,1
5f3759df,ad22848c,5f3759df,1
5f3759df,f1305a4a,edca9766,1
5f3759df,d4e2dca6,5f3759df,1
5f3759df,5a239ea3,f1305a49,1
5f3759df,6bfaa09d,5f3759d7,1
5f3759df,74a9477c,5f3782c6,1
5f3759df,427eb1b8,6bfaa09d,1
5f3759df,33f729eb,74a9477c,1
5f3759df,fcfbe75b,5f3759df,1
5f3759df,b1c059f3,5f3759df,1
5f3759df,8bf5064d,fcfbe75b,1
5f3759df,0f9ca55c,5f3759df,1
5f3759df,115c25f6,5f3759df,1
5f3759df,93010ad9,5f3759df,1
5f3759df,3a360ca9,5f3759df,1
5f3759df,394b47aa,5f3759df,1
5f3759df,08e9b69e,5f3759df,1
5f3759df,2d582cc8,5f3759df,1
5f3759df,de202cad,5f3759df,1
5f3759df,0c389026,5f3759df,1
5f3759df,7bde57f6,5f0f4eb3,1
5f3759df,b6a25160,5f3759df,1
5f3759df,96b4915b,7bde57f6,1
5f3759df,c823e842,5f3759df,1
5f3759df,522dd321,5f3759df,1
5f3759df,ef3da191,5f3759df,1
5f3759df,9105a738,5f3759df,1
5f3759df,efde4d4f,ef3da190,1
5f3759df,88ec5d6d,5f3759df,1
5f3759df,d2cc89c2,efde4d4e,1
5f3759df,c9d70e79,5f3759df,1
5f3759df,602b5e7c,5f3759de,1
5f3759df,5eaf4f2e,5f3759de,1
5f3759df,a2214e73,605934f3,1
5f3759df,9103901d,5f8780bb,1
5f3759df,477e2ae3,5f3759df,1
5f3759df,8ef5a5fc,5f3759df,1
5f3759df,f91cc40a,5f3759df,1
