c6800000, 00000000, 0
c67fff00, 00000000, 0
c67ffe00, 00000000, 1
c67ffd00, 00000000, 1
c67ffc00, 00000000, 1
c67ffb00, 00000000, 1
c67ffa00, 00000000, 1
c67ff900, 00000000, 1
c67ff800, 00000000, 1
c67ff700, 00000000, 1
c67ff600, 00000000, 1
c67ff500, 00000000, 1
c67ff400, 00000000, 1
c67ff300, 00000000, 1
c67ff200, 00000000, 1
c67ff100, 00000000, 1
c67ff000, 00000000, 1
c67fef00, 00000000, 1
c67fee00, 00000000, 1
c67fed00, 00000000, 1
c67fec00, 00000000, 1
c67feb00, 00000000, 1
c67fea00, 00000000, 1
c67fe900, 00000000, 1
c67fe800, 00000000, 1
c67fe700, 00000000, 1
c67fe600, 00000000, 1
c67fe500, 00000000, 1
c67fe400, 00000000, 1
c67fe300, 00000000, 1
c67fe200, 00000000, 1
c67fe100, 00000000, 1
c67fe000, 00000000, 1
c67fdf00, 00000000, 1
c67fde00, 00000000, 1
c67fdd00, 00000000, 1
c67fdc00, 00000000, 1
c67fdb00, 00000000, 1
c67fda00, 00000000, 1
c67fd900, 00000000, 1
c67fd800, 00000000, 1
c67fd700, 00000000, 1
c67fd600, 00000000, 1
c67fd500, 00000000, 1
c67fd400, 00000000, 1
c67fd300, 00000000, 1
c67fd200, 00000000, 1
c67fd100, 00000000, 1
c67fd000, 00000000, 1
c67fcf00, 00000000, 1
c67fce00, 00000000, 1
c67fcd00, 00000000, 1
c67fcc00, 00000000, 1
c67fcb00, 00000000, 1
c67fca00, 00000000, 1
c67fc900, 00000000, 1
c67fc800, 00000000, 1
c67fc700, 00000000, 1
c67fc600, 00000000, 1
c67fc500, 00000000, 1
c67fc400, 00000000, 1
c67fc300, 00000000, 1
c67fc200, 00000000, 1
c67fc100, 00000000, 1
c67fc000, 00000000, 1
c67fbf00, 00000000, 1
c67fbe00, 00000000, 1
c67fbd00, 00000000, 1
c67fbc00, 00000000, 1
c67fbb00, 00000000, 1
c67fba00, 00000000, 1
c67fb900, 00000000, 1
c67fb800, 00000000, 1
c67fb700, 00000000, 1
c67fb600, 00000000, 1
c67fb500, 00000000, 1
c67fb400, 00000000, 1
c67fb300, 00000000, 1
c67fb200, 00000000, 1
c67fb100, 00000000, 1
c67fb000, 00000000, 1
c67faf00, 00000000, 1
c67fae00, 00000000, 1
c67fad00, 00000000, 1
c67fac00, 00000000, 1
c67fab00, 00000000, 1
c67faa01, 00000000, 1
c67fa901, 00000000, 1
c67fa801, 00000000, 1
c67fa701, 00000000, 1
c67fa601, 00000000, 1
c67fa501, 00000000, 1
c67fa401, 00000000, 1
c67fa301, 00000000, 1
c67fa201, 00000000, 1
c67fa101, 00000000, 1
c67fa001, 00000000, 1
c67f9f01, 00000000, 1
c67f9e01, 00000000, 1
c67f9d01, 00000000, 1
c67f9c01, 00000000, 1
c67f9b01, 00000000, 1
c67f9a01, 00000000, 1
c67f9901, 00000000, 1
c67f9801, 00000000, 1
c67f9701, 00000000, 1
c67f9601, 00000000, 1
c67f9501, 00000000, 1
c67f9401, 00000000, 1
c67f9301, 00000000, 1
c67f9201, 00000000, 1
c67f9101, 00000000, 1
c67f9001, 00000000, 1
c67f8f01, 00000000, 1
c67f8e01, 00000000, 1
c67f8d01, 00000000, 1
c67f8c01, 00000000, 1
c67f8b01, 00000000, 1
c67f8a01, 00000000, 1
c67f8901, 00000000, 1
c67f8801, 00000000, 1
c67f8701, 00000000, 1
c67f8601, 00000000, 1
c67f8501, 00000000, 1
c67f8401, 00000000, 1
c67f8301, 00000000, 1
c67f8201, 00000000, 1
c67f8101, 00000000, 1
c67f8001, 00000000, 1
c67f7f01, 00000000, 1
c67f7e01, 00000000, 1
c67f7d01, 00000000, 1
c67f7c01, 00000000, 1
c67f7b01, 00000000, 1
c67f7a01, 00000000, 1
c67f7901, 00000000, 1
c67f7801, 00000000, 1
c67f7701, 00000000, 1
c67f7601, 00000000, 1
c67f7501, 00000000, 1
c67f7401, 00000000, 1
c67f7301, 00000000, 1
c67f7201, 00000000, 1
c67f7101, 00000000, 1
c67f7001, 00000000, 1
c67f6f01, 00000000, 1
c67f6e01, 00000000, 1
c67f6d01, 00000000, 1
c67f6c01, 00000000, 1
c67f6b01, 00000000, 1
c67f6a01, 00000000, 1
c67f6901, 00000000, 1
c67f6801, 00000000, 1
c67f6701, 00000000, 1
c67f6601, 00000000, 1
c67f6501, 00000000, 1
c67f6401, 00000000, 1
c67f6301, 00000000, 1
